Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Have any alcoholic drinks?,true,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Felt nervous or anxious,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,See artificial light upon waking up?,true,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Experience bloating?,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Have any caffeine? ,true,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Take creatine?,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Viewed a screen device in bed,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Feel energized throughout the day?,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Felt you had control over your life,true,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Felt recovered,true,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Experiencing a fever,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Hydrated sufficiently,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,See direct sunlight upon waking up?,false,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Spend time outdoors?,true,
2023-03-26 00:13:29,2023-03-26 21:37:07,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Travel on a plane?,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Have any alcoholic drinks?,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Felt nervous or anxious,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,See artificial light upon waking up?,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Experience bloating?,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Have any caffeine? ,true,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Take creatine?,true,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Viewed a screen device in bed,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Feel energized throughout the day?,true,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Felt you had control over your life,true,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Felt recovered,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Experiencing a fever,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Hydrated sufficiently,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,See direct sunlight upon waking up?,true,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Spend time outdoors?,false,
2023-03-23 00:19:45,2023-03-24 00:39:42,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Travel on a plane?,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Have any alcoholic drinks?,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Felt nervous or anxious,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,See artificial light upon waking up?,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Experience bloating?,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Have any caffeine? ,true,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Take creatine?,true,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Viewed a screen device in bed,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Feel energized throughout the day?,true,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Felt you had control over your life,true,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Felt recovered,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Experiencing a fever,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Hydrated sufficiently,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,See direct sunlight upon waking up?,true,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Spend time outdoors?,false,
2023-03-21 23:02:34,2023-03-23 00:19:45,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Travel on a plane?,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Have any alcoholic drinks?,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Felt nervous or anxious,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,See artificial light upon waking up?,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Experience bloating?,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Have any caffeine? ,true,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Take creatine?,true,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Viewed a screen device in bed,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Feel energized throughout the day?,true,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Felt you had control over your life,true,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Felt recovered,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Experiencing a fever,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Hydrated sufficiently,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,See direct sunlight upon waking up?,true,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Spend time outdoors?,false,
2023-03-20 22:46:56,2023-03-21 23:02:34,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Travel on a plane?,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Have any alcoholic drinks?,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Felt nervous or anxious,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,See artificial light upon waking up?,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Experience bloating?,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Have any caffeine? ,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Take creatine?,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Viewed a screen device in bed,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Feel energized throughout the day?,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Felt you had control over your life,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Felt recovered,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Experiencing a fever,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Hydrated sufficiently,false,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,See direct sunlight upon waking up?,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Spend time outdoors?,true,
2023-03-20 00:27:36,2023-03-20 22:46:56,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Travel on a plane?,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Have any alcoholic drinks?,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Felt nervous or anxious,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,See artificial light upon waking up?,true,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Experience bloating?,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Have any caffeine? ,true,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Take creatine?,true,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Viewed a screen device in bed,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Feel energized throughout the day?,true,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Felt you had control over your life,true,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Felt recovered,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Experiencing a fever,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Hydrated sufficiently,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,See direct sunlight upon waking up?,false,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Spend time outdoors?,true,
2023-03-18 23:48:49,2023-03-20 00:27:36,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Travel on a plane?,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Have any alcoholic drinks?,true,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Felt nervous or anxious,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,See artificial light upon waking up?,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Experience bloating?,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Have any caffeine? ,true,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Take creatine?,true,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Viewed a screen device in bed,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Feel energized throughout the day?,true,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Felt you had control over your life,true,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Felt recovered,true,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Experiencing a fever,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Hydrated sufficiently,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,See direct sunlight upon waking up?,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Spend time outdoors?,false,
2023-03-18 02:30:07,2023-03-18 23:48:49,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Travel on a plane?,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Have any alcoholic drinks?,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Felt nervous or anxious,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,See artificial light upon waking up?,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Experience bloating?,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Have any caffeine? ,true,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Take creatine?,true,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Viewed a screen device in bed,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Feel energized throughout the day?,true,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Felt you had control over your life,true,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Felt recovered,true,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Experiencing a fever,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Hydrated sufficiently,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,See direct sunlight upon waking up?,true,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Spend time outdoors?,false,
2023-03-16 22:56:53,2023-03-18 02:30:07,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Travel on a plane?,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Have any alcoholic drinks?,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Felt nervous or anxious,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,See artificial light upon waking up?,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Experience bloating?,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Have any caffeine? ,true,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Take creatine?,true,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Viewed a screen device in bed,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Feel energized throughout the day?,true,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Felt you had control over your life,true,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Felt recovered,true,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Experiencing a fever,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Hydrated sufficiently,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,See direct sunlight upon waking up?,true,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Spend time outdoors?,false,
2023-03-15 23:35:31,2023-03-16 22:56:53,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Travel on a plane?,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Have any alcoholic drinks?,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Felt nervous or anxious,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,See artificial light upon waking up?,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Experience bloating?,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Have any caffeine? ,true,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Take creatine?,true,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Viewed a screen device in bed,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Feel energized throughout the day?,true,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Felt you had control over your life,true,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Felt recovered,true,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Experiencing a fever,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Hydrated sufficiently,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,See direct sunlight upon waking up?,true,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Spend time outdoors?,false,
2023-03-14 22:22:11,2023-03-15 23:35:31,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Travel on a plane?,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Have any alcoholic drinks?,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Felt nervous or anxious,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,See artificial light upon waking up?,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Experience bloating?,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Have any caffeine? ,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Take creatine?,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Viewed a screen device in bed,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Feel energized throughout the day?,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Felt you had control over your life,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Felt recovered,true,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Experiencing a fever,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Hydrated sufficiently,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,See direct sunlight upon waking up?,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Spend time outdoors?,false,
2023-03-13 00:42:31,2023-03-14 01:19:17,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Travel on a plane?,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Have any alcoholic drinks?,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Felt nervous or anxious,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,See artificial light upon waking up?,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Experience bloating?,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Have any caffeine? ,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Take creatine?,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Viewed a screen device in bed,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Feel energized throughout the day?,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Felt you had control over your life,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Felt recovered,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Experiencing a fever,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Hydrated sufficiently,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,See direct sunlight upon waking up?,false,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Spend time outdoors?,true,
2023-03-12 01:59:52,2023-03-13 00:42:31,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Travel on a plane?,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Have any alcoholic drinks?,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Felt nervous or anxious,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,See artificial light upon waking up?,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Experience bloating?,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Have any caffeine? ,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Take creatine?,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Viewed a screen device in bed,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Feel energized throughout the day?,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Felt you had control over your life,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Felt recovered,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Experiencing a fever,false,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Hydrated sufficiently,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,See direct sunlight upon waking up?,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Spend time outdoors?,true,
2023-03-10 23:07:52,2023-03-12 01:59:52,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Travel on a plane?,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Have any alcoholic drinks?,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Felt nervous or anxious,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,See artificial light upon waking up?,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Experience bloating?,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Have any caffeine? ,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Take creatine?,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Viewed a screen device in bed,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Feel energized throughout the day?,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Felt you had control over your life,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Felt recovered,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Experiencing a fever,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Hydrated sufficiently,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,See direct sunlight upon waking up?,true,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Spend time outdoors?,false,
2023-03-09 22:34:56,2023-03-10 23:07:52,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Travel on a plane?,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Have any alcoholic drinks?,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Felt nervous or anxious,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,See artificial light upon waking up?,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Experience bloating?,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Have any caffeine? ,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Take creatine?,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Viewed a screen device in bed,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Feel energized throughout the day?,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Felt you had control over your life,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Felt recovered,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Experiencing a fever,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Hydrated sufficiently,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,See direct sunlight upon waking up?,true,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Spend time outdoors?,false,
2023-03-08 22:15:29,2023-03-09 22:34:56,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Travel on a plane?,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Have any alcoholic drinks?,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Felt nervous or anxious,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,See artificial light upon waking up?,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Experience bloating?,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Have any caffeine? ,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Take creatine?,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Viewed a screen device in bed,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Feel energized throughout the day?,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Felt you had control over your life,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Felt recovered,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Experiencing a fever,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Hydrated sufficiently,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,See direct sunlight upon waking up?,true,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Spend time outdoors?,false,
2023-03-07 23:48:48,2023-03-08 22:15:29,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Travel on a plane?,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Have any alcoholic drinks?,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Felt nervous or anxious,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,See artificial light upon waking up?,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Experience bloating?,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Have any caffeine? ,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Take creatine?,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Viewed a screen device in bed,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Feel energized throughout the day?,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Felt you had control over your life,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Felt recovered,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Experiencing a fever,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Hydrated sufficiently,false,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,See direct sunlight upon waking up?,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Spend time outdoors?,true,
2023-03-05 21:33:25,2023-03-06 23:19:12,UTCZ,Read (non-screened device) while in bed?,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Travel on a plane?,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Have any alcoholic drinks?,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Felt nervous or anxious,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,See artificial light upon waking up?,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Experience bloating?,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Have any caffeine? ,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Experiencing COVID-19 symptoms,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Take creatine?,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Viewed a screen device in bed,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Feel energized throughout the day?,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Felt you had control over your life,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Felt recovered,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Experiencing a fever,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Hydrated sufficiently,true,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,See direct sunlight upon waking up?,false,
2023-03-04 00:26:48,2023-03-05 00:22:35,UTCZ,Spend time outdoors?,false,
